utterance_id,transcription,emotion
Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",angry
Ses04M_script03_2_M035,"No restraint at all, very enjoyable.  You never had much anyhow.",angry
Ses04F_impro01_F008,I've been to the back of the line five times.,angry
Ses01M_script03_2_F034,"Turn it on again, please.",angry
Ses03M_impro01_M011,I'm not going anywhere.  I'm staying right here.,angry
Ses03M_impro01_M029,What is wrong with you?,angry
Ses01F_script01_2_F004,It's got that about it.,angry
Ses04M_script03_2_M008,"You must admit that he was in love with you, wasn't he?",angry
Ses05M_script03_2_M031,You know what?  That's a very good idea.  I think I will.,angry
Ses05M_script01_2_M015,"What's that suppose to mean, me above all?  Look at you, you're shaking.",angry
Ses03F_script03_2_M034,"Well, I suppose the people downstairs then.",angry
Ses02F_impro05_F019,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,angry
Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",angry
Ses03M_impro05a_M004,Is it there?,angry
Ses03M_script02_2_F033,Cause everything isn't anything like I thought it would be.,angry
Ses01F_script03_2_F018,You shut up.,angry
Ses04F_script03_2_M016,"Going somewhere, my dear?",angry
Ses01F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",angry
Ses01F_impro05_F030,A letter? I'll make a personal phone call.,angry
Ses01M_script03_2_F011,I don't see why you want any you already had two glasses.,angry
Ses05F_impro01_F020,"Right, well, last time they told me, it was this line, and obviously, it's not true.",angry
Ses04F_impro01_F014,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,angry
Ses05M_script03_2_M033,Because it's very late and you'll disturb the people upstairs.,angry
Ses01M_script01_1_F039,"Well, you don't want to think like that.",angry
Ses04M_script03_2_M041,You better turn that off I think.,angry
Ses01F_script02_2_F008,"For God- Grow up, Augie.  The fish are not going to arrive.",angry
Ses01M_impro05_M026,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,angry
Ses02M_script03_2_F037,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",angry
Ses05M_script03_2_M009,"Me, too, bored stiff.",angry
Ses01F_script03_2_M023,Did you see much of Peter Burden after our divorce?,angry
Ses04M_script02_2_M007,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",angry
Ses03M_script03_2_M039,"Come on, turn it off.  It's driving me mad.",angry
Ses04M_impro05_M015,You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,angry
Ses01F_script01_2_F007,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",angry
Ses03M_script01_1_F043,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",angry
Ses04F_impro01_F016,This is your job is to help people like me who need to get a new license.,angry
Ses05M_impro04_M040,"Yeah, well thanks for your help.",angry
Ses04M_script03_2_F022,"Oh, no, it isn't.",angry
Ses02F_impro01_M017,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",angry
Ses02F_script03_2_M042,You're not going like this.,angry
Ses03F_script03_2_M027,"I imagine that you let him kiss you quite a bit more then, didn't you?",angry
Ses05M_script03_2_F041,"You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!",angry
Ses05F_impro05_F019,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",angry
Ses01M_impro01_F007,"No, I need your ID to give you a second ID.",angry
Ses04F_script01_1_F023,"From father's point of view, he's not dead and you have no right to take his girl.",angry
Ses05M_script03_2_M043,"[GARBAGE] No, you're not.",angry
Ses04F_script03_2_M006,What of it?,angry
Ses04F_script02_1_F021,About what?,angry
Ses04F_script03_2_F028,"Oh, shut up.",angry
Ses04M_script01_1_M021,"Well, then you know it's not only my business.",angry
Ses04F_impro08_M022,Cindy?  Cindy what?,angry
Ses02F_script03_2_F025,You're quite insufferable,angry
Ses04M_script02_2_F029,But this isn't anything like I thought anything would be like.,angry
Ses03F_script03_2_M015,"Really, Amanda.",angry
Ses03M_script01_1_M039,I've been a good son too long.  A good sucker and I'm through with it.,angry
Ses04M_script01_1_F011,You can't say that to him.,angry
Ses02M_impro01_M018,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,angry
Ses04F_impro05_F011,Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.,angry
Ses04F_impro05_F012,I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.,angry
Ses01M_script01_1_F041,"Well, you don't think like that.",angry
Ses04M_script03_2_M030,"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",angry
Ses04F_script02_2_F011,Twice is every time we've tried that's ever.,angry
Ses03M_script01_1_F016,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,angry
Ses02M_impro05_M013,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",angry
Ses03M_script01_2_M014,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",angry
Ses01M_script03_2_F029,Shut up.,angry
Ses05M_script01_1b_M020,She's not Larry's girl.,angry
Ses02M_script03_2_F039,"This is the end, do you hear? The end finally and forever.",angry
Ses01M_script03_2_M041,You're not going like this.,angry
Ses05M_script03_2_M040,Ja! Very funny.,angry
Ses02M_script01_1_M037,"I've been a good son too long a good sucker, I'm through with it.",angry
Ses05F_script03_2_F037,I hate you.,angry
Ses01M_script02_2_F011,"I just, we just have different ideas of what this evening is supposed to look like.",angry
Ses04F_impro05_F017,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.",angry
Ses01M_script03_2_M026,I suppose you let him just kiss you or good deal more than too.,angry
Ses05M_impro01_M005,"I'm not getting a -- well, you wait in this line and not get an attitude.",angry
Ses04M_script03_2_F010,What of it?,angry
Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",angry
Ses01M_script03_2_M042,No you're not.,angry
Ses01M_script03_2_M039,That's very amusing indeed.,angry
Ses01M_script03_2_M038,Amanda listen. Listen.,angry
Ses05F_script01_1_M025,To hell with that!,angry
Ses03F_script03_2_F038,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",angry
Ses01M_script01_1_F016,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,angry
Ses04M_script03_2_M048,Listen--,angry
Ses03M_impro08a_F020,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,angry
Ses01F_impro05_F022,Who's in charge?  Who is the president of Jet Blue?,angry
Ses05M_script03_2_M039,Very amusing indeed.,angry
Ses01M_script01_1_F023,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,angry
Ses01F_script03_2_M007,What about me?,angry
Ses05F_script02_2_F005,"God damn it, Augie.  Why do you always ask things like that?  It's so insulting.",angry
Ses04M_impro05_M010,"I don't but the thing is, I don't care about your policy.",angry
Ses02M_script01_1_F032,What the hell is this?,angry
Ses04F_script02_1_F019,We didn't see them the first time either.,angry
Ses03M_script01_1_M011,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",angry
Ses02F_script03_2_M039,"Amanda, listen. listen",angry
Ses04F_script03_2_M042,You're not going like this.,angry
Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,angry
Ses01F_script03_2_F016,Oh.  It's a woman's duty to allure the man.,angry
Ses03M_script03_2_F010,I don't know why you want it.  You've already had two glasses.,angry
Ses03F_impro08_M006,You know what?  I'm just going to- Patient?  I'm a busy man.,angry
Ses04F_script03_2_F025,You're quite insufferable.  I expect it's because you're drunk.,angry
Ses04M_impro05_M026,but I need to speak to somebody who can make the three check thing happen.,angry
Ses04F_script03_2_F041,finally and forever,angry
Ses05F_script03_2_F033,"Fine, if you insist on being completely insolent.",angry
Ses03F_script01_2_M014,Huh?,angry
Ses04F_script02_1_F012,I just don't.  It's stupid.,angry
Ses01M_impro01_F008,It's really simple if you have a problem with it... Maybe you should--,angry
Ses04F_script02_2_F009,"For heaven's sake, grow up we are not going to see the Grunions.",angry
Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.,angry
Ses05F_script03_2_M005,You let him kiss you.  You said you did.,angry
Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",angry
Ses03F_script03_2_M020,"Yes, it is.",angry
Ses05M_script01_1b_M035,The business?  The business doesn't inspire me.,angry
Ses04F_script03_2_F026,You always had a weak head.,angry
Ses03F_script03_2_M041,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",angry
Ses04M_script03_2_M014,So am I; bored stiff.,angry
Ses01M_script01_1_F014,"What, can you prove it?  What proof do you have?  Can you prove it?",angry
Ses05M_script03_2_F017,"No, it isn't.",angry
Ses04F_impro01_F022,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",angry
Ses05M_script03_2_M026,"I'm sure you had a riotous time, no restrain at all, very enjoyable.  You never had much anyway.",angry
Ses03M_impro05b_M015,Of course I had my name tags on the luggage.,angry
Ses01M_impro01_F001,My window is open.,angry
Ses02M_script03_2_M045,Shut up.,angry
Ses01F_script01_2_F006,She is not his girl.  She knows she's not.,angry
Ses05M_script03_2_M044,oh! Marry you again? I wouldn't marry you again if you came crawling to me on bended knee.,angry
Ses03M_script03_2_F025,They sting.,angry
Ses01M_script02_2_F031,This what?  What is this?  This isn't even anything.,angry
Ses01M_script02_1_F014,Then let's go.,angry
Ses03M_script02_2_M031,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,angry
Ses03M_script03_2_F029,You're quite insufferable.  I expect it's because you're drunk.,angry
Ses03M_script01_1_M022,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,angry
Ses02F_script03_2_F034,"Turn it on again, please.",angry
Ses02M_script03_2_M027,"No restraint at all, very enjoyable, never had much anyhow.",angry
Ses04F_script03_2_M035,This is no time of year for Tunis.,angry
Ses05M_script03_2_M034,"Well, there are people downstairs, I suppose.",angry
Ses03M_impro05a_M016,"Oh, oh, that's a good deduction.",angry
Ses02M_script03_2_F036,Stop it. Stop it. I hate you.,angry
Ses02M_script03_2_M001,I knew nothing of the sort. You took presents from him.,angry
Ses04M_script03_2_F030,Mind your own business.,angry
Ses04F_script03_2_M040,Very amusing.,angry
Ses03M_impro05a_M005,Yes.,angry
Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,angry
Ses05M_script01_1b_M031,"I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy.",angry
Ses05M_script03_1_M027,Horrible thing.  I hated it.,excited
Ses04F_impro07_F058,Excellent.  Drive drunk people around because you know that's all campus cruisers for.,excited
Ses04M_impro07_F003,know you applied to U.S.C..,excited
Ses03F_script03_1_M011,"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",excited
Ses05M_impro03_M000,Guess what?,excited
Ses01M_impro07_F027,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,excited
Ses05F_impro03_F007,I know me neither.,excited
Ses02F_impro07_F034,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good.",excited
Ses05M_impro07_M000,Guess what?,excited
Ses02F_impro07_F025,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean.",excited
Ses05F_impro07_M015,"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",excited
Ses04M_script02_1_M003,"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",excited
Ses02M_impro07_M032,"[LAUGHTER] Thanks, yes, thanks, yes That'll be cool.",excited
Ses05F_script03_1_M015,Who knows?,excited
Ses04M_impro07_F002,I didn't even,excited
Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,",excited
Ses03M_impro03_M004,Okay we were at Chuck E. Cheese.,excited
Ses01M_script02_2_M003,"Well, so?  What do you think?",excited
Ses01M_impro07_M010,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",excited
Ses05F_script03_1_F025,Charles.  That was his name.  He did wriggle so beautifully.,excited
Ses05M_script01_3_F013,"Well, I mean, until then you never wrote and when you did, what did you say?  I mean, you sure can be ambiguous.",excited
Ses05M_script03_1_F026,"Oh, It burnt my comb and all the towels in the bathroom.",excited
Ses01M_impro07_M009,Where should I move?,excited
Ses04M_impro07_F027,"Wow, you are a winner and a half. [LAUGHTER]",excited
Ses05M_script03_1_M030,"[LAUGHTER] That was quit a rouser, wasn't it?",excited
Ses02M_script03_1_M014,flippancy brings out the acid in their damned sweetness in light.,excited
Ses05M_script03_1_M001,I wonder.,excited
Ses03M_impro07_M020,And tonight my parents want to take me out to sushi and they said I could bring you.,excited
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",excited
Ses02M_impro07_F013,"Oh, yay. Thank you. [LAUGHTER].",excited
Ses04F_script03_1_F011,Don't laugh at me.  I'm serious.,excited
Ses04F_impro03_F000,I have something to tell you.,excited
Ses04M_impro07_F008,Is U.S.C. known for its history program?,excited
Ses03M_impro07_M005,I got into the...,excited
Ses05F_script01_3_M010,"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",excited
Ses05M_script02_1_M009,"Oh, I wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something",excited
Ses02M_script03_1_M018,"Yes, yes, with all his might.",excited
Ses04F_script03_1_F024,"Yes, I know you did.  You threw him out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",excited
Ses04F_impro03_F048,You really like,excited
Ses01F_script02_1_M038,"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",excited
Ses05M_impro07_M006,oh-,excited
Ses02M_impro07_M022,Maybe we'll do it again this year.,excited
Ses04F_impro07_F021,okay.  Well I'm not going to be undecided forever. [LAUGHTER],excited
Ses04F_impro07_M037,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",excited
Ses01M_script02_1_M017,I can't believe I got out of the house without my fly zipped up even.,excited
Ses02M_impro03_F000,What? What? You look really happy what's going on?,excited
Ses04M_script03_1_F025,It went on intermittently for days.,excited
Ses04F_impro03_F044,You don't look like you're going to faint.,excited
Ses05F_impro07_M014,"Oh, I bet you're going to love it too.  You always wanted to go to U.S.C..",excited
Ses03M_script03_1_F005,That sent shivers up my spine.,excited
Ses03M_impro03_M003,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,excited
Ses03M_impro07_M013,"I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out.",excited
Ses01F_impro07_F009,Yeah.  I'm not sure.,excited
Ses05F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,excited
Ses05F_impro03_M045,"I don't feel so bad then.  Well, I'm excited for you.",excited
Ses05F_impro07_F000,So guess what.,excited
Ses04M_script02_1_M023,There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,excited
Ses01F_impro07_M003,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",excited
Ses02F_script03_1_M023,"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",excited
Ses04F_script02_1_M026,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",excited
Ses03M_script02_1_M014,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",excited
Ses05F_impro03_M032,That is amazing.  You must be so excited.  Did you tell your mom?,excited
Ses05M_script03_1_M023,"[garbage] Darling, kiss me before your body rots and worms start popping in and out of your eye sockets.",excited
Ses02F_impro07_F015,"Like, now that I'm accepted, it's just, like, such a huge load off my mind.",excited
Ses02M_impro03_F007,I would have thought you would have told me that you were planning on doing this.,excited
Ses01M_impro07_M007,Thank you.,excited
Ses03M_script02_1_M034,"Look, is that...no is that just seaweed?",excited
Ses04F_impro07_F038,On occasion I've heard of it.,excited
Ses04F_impro03_M037,I'm thrilled.  God.,excited
Ses05F_script01_3_M039,"I I want you now, Annie.",excited
Ses04F_impro03_F034,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",excited
Ses01M_script02_1_M044,"And form the line and started swimming, swimming that would bring them to this point here...",excited
Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,excited
Ses05M_impro03_F019,Oh I'm so excited for you.,excited
Ses02M_impro03_F014,She must have flipped out.,excited
Ses03F_impro03_M005,yeah [LAUGHTER],excited
Ses05M_impro07_M040,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care.",excited
Ses01M_impro03_F015,"Yeah.  My colors are blush and beige what is it, do you know?",excited
Ses03F_impro07_F007,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",excited
Ses01M_impro03_F019,How exciting. You should have a wedding on the beach.,excited
Ses04F_impro07_F008,[LAUGHTER] It's safe around there.,excited
Ses02F_impro03_F021,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy",excited
Ses04F_impro07_M045,"Yeah, you want to go.  No, you want to go. You want to go.",excited
Ses05F_script02_1_M020,"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",excited
Ses05F_script03_1_M028,The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,excited
Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",excited
Ses05M_impro07_M004,"oh, Theater. yeah, yeah.",excited
Ses04F_impro07_F031,Right.  Now you're with me.,excited
Ses05F_impro07_M029,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",excited
Ses01M_script03_1_M029,"Come here darling, kiss me",excited
Ses02M_script02_1_M004,"Is that -- is that, no? Was that just foam? I can't even tell.",excited
Ses04F_script02_1_M035,No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,excited
Ses05M_script03_1_M013,"You mustn't be serious, darling.  That's just what they want.",excited
Ses05F_impro03_M007,And you actually said yes.  I can't believe it.  I never thought you would get married.,excited
Ses05M_script01_3_M001,"So, you're not sorry I came?",excited
Ses04M_impro07_F016,Give or take. [LAUGHTER],excited
Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",excited
Ses04M_script03_1_F009,It's true.  The whole business is a very poor joke.,excited
Ses02M_impro07_F022,I know. It's so cool.,excited
Ses03F_impro03_F006,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",excited
Ses03F_impro03_F009,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",excited
Ses02M_impro03_M008,"Yes, yes. You know, she - she was like - I mean, she was happy, you know",excited
Ses05F_impro03_M033,"Oh, did she cry?",excited
Ses02F_impro07_F010,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C.",excited
Ses04F_impro07_F035,What- what did you have in mind?,excited
Ses05M_script03_1_M021,"No, no that is quit laughable.  The cutting little mystery all done with mirrors.",excited
Ses05M_impro07_F042,"You're gonna be so busy, too. You're going to have to work so hard.",excited
Ses05F_impro07_F002,U.S.C..,excited
Ses03F_impro03_M006,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",excited
Ses04M_impro07_F010,It's all about the connections,excited
Ses05F_script03_1_M024,Do you remember that awful scene we had in Venice?,excited
Ses03M_script03_1_M004,I don't care then.,excited
Ses05M_script03_1_M014,"All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths.",excited
Ses05F_impro03_F009,Yeah.,excited
Ses05M_impro07_M011,"Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other.",excited
Ses04M_script02_1_M002,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",excited
Ses05F_impro07_M008,That'll be awesome.,excited
Ses05M_impro03_M003,"Oh my god, it was just last weekend.",excited
Ses05M_script02_1_M031,"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",excited
Ses01M_impro03_M022,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,excited
Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",excited
Ses04F_impro07_F060,Yeah.,excited
Ses02M_impro07_F027,"Okay. Yes, totally come visit",excited
Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",excited
Ses04M_impro03_F016,Big and shiny.  You're such a guy. [LAUGHTER],excited
Ses03F_impro02_F005,oh.,excited
Ses03F_impro03_M002,"Oh, Jesus.",excited
Ses05F_impro07_F029,Better than if I'd picked up and moved to Boston.,excited
Ses05F_impro07_F030,[LAUGHTER] by yourself.,excited
Ses02F_impro07_M023,Oh man.,excited
Ses05M_impro07_F000,What?,excited
Ses05F_impro03_M037,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",excited
Ses05M_script03_1_M011,"Being that sacred and wonderful thing, love.",excited
Ses05F_impro03_M031,And now you're getting married.,excited
Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?,excited
Ses05F_script03_1_M014,Certainly you must.  We're figures of fun alright [LAUGHTER].,excited
Ses02M_script02_1_M013,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",excited
Ses03F_impro07_M008,Which one?,excited
Ses05F_impro07_M034,"Tomorrow, tomorrow, tomorrow-",excited
Ses05F_script02_2_M018,"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",excited
Ses02F_impro07_M017,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess.",excited
Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,excited
Ses03M_impro07_M010,Holy shit...,excited
Ses05F_script02_1_M009,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",excited
Ses01M_impro03_M016,I know.  Also I get to like plan the wedding now too. That will be fun.,excited
Ses02F_impro07_F016,I don't mind worrying about all the paperwork.  You know--,excited
Ses04F_script02_1_M037,It's single mindedness with no mind.  Urgency that's pure urge.,excited
Ses01F_impro03_M022,Awesome.,excited
Ses01M_impro03_M012,I know. What do you think I should-,excited
Ses04F_impro07_F049,"Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job",excited
Ses04F_impro03_M014,Yeah.  I'll help plan.,excited
Ses02M_script03_1_M019,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",excited
Ses03F_script03_1_F027,I know. Oh man. Couldn't believe it.,excited
Ses02M_impro07_F005,"Oh my Gosh, that's so cool.",excited
Ses05F_impro03_F043,I am very excited,excited
Ses03M_script01_3_M019,"Oh God.  Annie, I kissed Annie.  I kissed Annie.",excited
Ses04F_impro07_F041,"Eh, we can work that part out.",excited
Ses05M_script02_1_M006,"How could we have forgotten it? Well, I hope the moon stays out.  I wonder, do they always run during a full moon?  I can't remember, was the moon full last year, do you remember?",excited
Ses05F_impro03_M000,What?,excited
Ses02F_impro07_F008,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school",excited
Ses04F_impro07_F018,"Well, I haven't decided yet.  I want to try some things out.",excited
Ses05M_script03_1_F002,What do we do?,excited
Ses01M_impro03_M004,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",excited
Ses01M_script02_1_M005,"Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?",excited
Ses01F_impro07_F016,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",excited
Ses05F_impro07_F023,"[LAUGHTER] Oh, I'm going to be working too, I mean.",excited
Ses01M_script02_1_M046,"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",excited
Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,excited
Ses03M_script03_1_M006,"No, wrong number.",excited
Ses03F_impro07_M032,Yeah.,excited
Ses04F_impro07_F070,What have you heard about the Greek system?,excited
Ses05F_script03_1_M018,"Yes, yes, with all his might.",excited
Ses02M_impro07_M008,"Yeah. I know, I know.",excited
Ses04F_script02_2_M021,"That's it, right?  You want this to be like the other time, right.  That's it.",excited
Ses05F_script03_1_F030,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,excited
Ses05M_impro07_F001,"Oh, for real?",excited
Ses05F_impro07_F027,oh yeah.,excited
Ses05M_impro07_F011,"Uh huh.  Yes, seriously, for years.",excited
Ses01M_impro07_F024,I would put that right up there with--ping-pong.,excited
Ses04M_impro07_F004,"That's amazing.  I've seen it on TV. Um, Wow.  I mean, well what are you going to major in?  What are you going to do?",excited
Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",excited
Ses05F_script02_1_M021,This is a big night for these guys.  Life's last orgy. Yeah,excited
Ses05M_script03_1_M025,Do you remember that awful scene we had in Venice?,excited
Ses04M_impro03_F015,It's so exciting.  What's the ring look like?,excited
Ses05F_script02_2_M019,You want me to go get some champagne?,excited
Ses05M_script03_1_M007,With the worst- with the most perfect poise?,excited
Ses01M_impro07_F011,"Yeah, that you probably. You should see one of these Victorian houses around by.",excited
Ses03M_script02_1_M016,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?,excited
Ses04F_impro07_F051,Yeah.  It will work out.  Maybe I could work at Red Lobster.,excited
Ses05F_impro07_M009,"I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",excited
Ses04M_impro07_F012,I know.  You're going to be so close.,excited
Ses04F_impro03_F001,It's really exciting.  Don't you want to guess?,excited
Ses05F_impro07_M006,Uh! stay over here.  Like travel to school. because you are so close to me,excited
Ses01M_script02_2_M002,"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",excited
Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,excited
Ses02F_script03_1_F005,"Ah, it send shivers up my spine.",excited
Ses05M_impro03_F003,"Oh, what, how- where how did you do it?",excited
